age,income,loan_amount,employment_type,education,marital_status,loan_purpose,default
56,976511,500904,Salaried,Post-Graduate,Married,Car,0
50,1039800,159578,Salaried,Graduate,Married,Car,0
24,1241057,423071,Salaried,High School,Married,Education,0
43,773135,760515,Salaried,Graduate,Married,Personal,0
41,537899,731637,Salaried,Post-Graduate,Married,Home,0
41,1344067,188497,Salaried,Post-Graduate,Married,Business,0
26,889584,521644,Salaried,Graduate,Single,Car,0
44,822635,332374,Salaried,Graduate,Married,Business,0
51,240094,590967,Self-Employed,Post-Graduate,Single,Car,0
39,1376367,352636,Salaried,Graduate,Single,Education,0
58,425377,131845,Self-Employed,Graduate,Married,Car,1
32,1127590,372236,Salaried,Graduate,Married,Home,0
34,764832,709843,Salaried,Post-Graduate,Married,Home,0
32,509804,212922,Salaried,Post-Graduate,Married,Education,0
35,273736,280872,Self-Employed,Graduate,Divorced,Personal,0
39,1319744,683863,Self-Employed,Graduate,Single,Business,1
48,672452,526703,Self-Employed,Post-Graduate,Single,Education,0
25,758918,334561,Self-Employed,Post-Graduate,Divorced,Home,1
25,1430033,409591,Salaried,High School,Divorced,Personal,0
26,466855,71834,Self-Employed,Graduate,Single,Education,0
43,464601,707335,Unemployed,High School,Married,Education,0
23,538876,709492,Self-Employed,Graduate,Single,Home,0
57,540519,385078,Unemployed,Graduate,Single,Car,0
53,763755,578566,Salaried,Post-Graduate,Single,Car,0
41,606383,97395,Self-Employed,High School,Married,Personal,0
40,667211,719193,Self-Employed,Graduate,Married,Education,0
21,731445,185237,Self-Employed,High School,Married,Personal,0
59,1251290,656671,Self-Employed,Graduate,Married,Education,0
37,1203970,169925,Salaried,Graduate,Single,Personal,0
49,502276,279080,Self-Employed,Graduate,Married,Home,0
28,1083085,619534,Unemployed,Post-Graduate,Single,Education,0
46,1329368,739057,Salaried,Graduate,Single,Car,0
48,1043220,756398,Unemployed,Graduate,Married,Home,0
54,1028474,483657,Salaried,Graduate,Married,Home,0
46,863373,123454,Salaried,Post-Graduate,Married,Personal,0
33,453715,119447,Salaried,Graduate,Single,Education,0
57,499117,531680,Self-Employed,Graduate,Married,Car,0
33,793747,359114,Salaried,Graduate,Married,Car,0
58,832638,316556,Self-Employed,Graduate,Single,Education,0
45,1467652,83485,Salaried,Post-Graduate,Single,Personal,0
43,400398,67041,Salaried,Graduate,Married,Education,0
42,1358104,313356,Salaried,Post-Graduate,Married,Business,0
41,1470604,799293,Salaried,Graduate,Single,Car,0
50,1176555,646259,Salaried,Post-Graduate,Married,Education,0
31,953111,556804,Salaried,Post-Graduate,Single,Car,0
24,263566,699438,Salaried,Graduate,Divorced,Business,0
53,1037591,771653,Unemployed,Graduate,Married,Business,0
32,1042457,745030,Self-Employed,Graduate,Divorced,Education,0
29,982674,719631,Salaried,Graduate,Divorced,Business,0
52,357752,141342,Salaried,Graduate,Married,Car,0
31,309463,503007,Salaried,Graduate,Single,Personal,1
57,474578,760581,Self-Employed,Post-Graduate,Married,Home,0
44,1192444,628919,Unemployed,Graduate,Single,Home,0
27,895939,142124,Self-Employed,Graduate,Single,Home,0
28,425993,618923,Salaried,Graduate,Single,Home,0
53,391700,186197,Salaried,High School,Married,Education,0
45,693784,98260,Unemployed,Graduate,Married,Personal,1
21,1345501,87861,Salaried,Graduate,Married,Business,0
23,313500,661800,Salaried,Post-Graduate,Single,Business,0
48,1463178,342443,Salaried,Graduate,Single,Education,0
53,209610,195920,Self-Employed,High School,Single,Personal,0
21,676922,409181,Salaried,High School,Married,Personal,1
58,738157,254574,Self-Employed,Graduate,Single,Car,0
47,940762,428232,Salaried,High School,Married,Business,0
58,812754,146590,Salaried,Post-Graduate,Married,Personal,0
55,440475,198114,Salaried,Graduate,Single,Personal,0
30,642170,269237,Salaried,High School,Divorced,Business,0
32,1453755,587887,Salaried,High School,Married,Car,0
30,747267,781960,Salaried,Graduate,Married,Business,0
54,1260068,759662,Salaried,Post-Graduate,Married,Personal,0
44,577525,130431,Unemployed,High School,Married,Business,0
48,426898,276856,Salaried,Post-Graduate,Married,Personal,0
42,837072,61416,Self-Employed,Graduate,Married,Personal,0
36,818545,276222,Salaried,Graduate,Single,Home,0
33,1477027,386565,Salaried,High School,Married,Education,0
56,669334,709687,Self-Employed,Post-Graduate,Single,Home,0
56,578587,698312,Salaried,Post-Graduate,Married,Education,0
43,1452217,593928,Salaried,High School,Single,Home,0
34,260428,291095,Salaried,Graduate,Married,Business,0
52,1275031,141964,Self-Employed,Graduate,Married,Personal,0
23,1144889,162542,Self-Employed,Post-Graduate,Single,Education,0
47,276699,706223,Unemployed,Graduate,Married,Home,1
39,1301789,165937,Salaried,Post-Graduate,Single,Car,0
42,1424510,489919,Salaried,High School,Single,Education,0
21,1499814,616466,Salaried,Graduate,Single,Car,0
25,1018281,637715,Self-Employed,High School,Divorced,Personal,0
53,534012,450577,Unemployed,High School,Single,Personal,0
39,584986,229218,Salaried,High School,Single,Personal,0
56,1018225,233126,Self-Employed,Post-Graduate,Married,Personal,0
26,285240,210280,Self-Employed,High School,Single,Car,0
35,808665,382486,Self-Employed,Post-Graduate,Single,Home,0
56,465594,776279,Self-Employed,High School,Single,Car,0
53,208418,358738,Salaried,Graduate,Single,Education,0
44,641934,583974,Self-Employed,Graduate,Married,Personal,0
47,966164,621630,Salaried,Graduate,Single,Car,0
31,1100441,281712,Self-Employed,Graduate,Married,Car,1
43,1494074,132287,Salaried,Post-Graduate,Single,Car,0
53,1275027,787691,Unemployed,Graduate,Single,Personal,0
49,203155,102245,Self-Employed,Post-Graduate,Single,Personal,0
51,1206788,764269,Self-Employed,High School,Single,Education,1
21,1015880,788618,Salaried,Graduate,Married,Business,0
54,328529,656536,Self-Employed,High School,Single,Education,0
38,1215626,484139,Self-Employed,Graduate,Married,Home,0
38,1465386,728760,Self-Employed,Post-Graduate,Married,Personal,0
26,1293807,61021,Unemployed,Graduate,Single,Car,0
21,613274,279348,Salaried,Graduate,Married,Business,1
50,455297,722481,Self-Employed,Post-Graduate,Married,Personal,0
24,534548,514119,Salaried,Post-Graduate,Single,Car,0
52,959177,686074,Salaried,Post-Graduate,Married,Home,0
30,693349,613948,Self-Employed,High School,Single,Personal,0
25,1455039,797266,Self-Employed,Graduate,Single,Business,0
29,507523,141414,Salaried,Graduate,Married,Personal,0
25,421268,482275,Self-Employed,Post-Graduate,Married,Business,0
31,1083707,52668,Salaried,Graduate,Married,Business,0
55,859172,447454,Salaried,Post-Graduate,Married,Business,1
47,610486,569978,Self-Employed,High School,Married,Education,0
24,1010410,628511,Salaried,Post-Graduate,Married,Home,0
30,1260107,709526,Salaried,Post-Graduate,Single,Personal,0
59,1015215,574925,Salaried,Post-Graduate,Single,Personal,1
53,1439667,52641,Self-Employed,Graduate,Single,Business,1
58,531827,697208,Salaried,Post-Graduate,Single,Car,0
28,611731,160481,Salaried,Graduate,Single,Business,0
44,293806,782034,Salaried,Graduate,Single,Personal,0
59,702490,408755,Self-Employed,Post-Graduate,Single,Personal,0
53,1404964,711162,Salaried,High School,Single,Personal,0
39,638696,319782,Salaried,Graduate,Married,Business,0
22,213332,228830,Salaried,Post-Graduate,Single,Business,0
31,406511,495384,Salaried,Post-Graduate,Married,Education,1
55,1428855,152014,Salaried,High School,Single,Personal,0
37,1219170,295817,Salaried,Graduate,Single,Personal,0
23,913510,570359,Salaried,High School,Single,Personal,0
42,253902,403909,Salaried,High School,Single,Business,0
55,995630,397301,Salaried,Graduate,Married,Personal,0
41,608948,164769,Salaried,Graduate,Married,Business,0
45,548167,711349,Salaried,Graduate,Married,Home,1
59,1172923,580795,Self-Employed,Graduate,Single,Education,0
22,594997,297268,Self-Employed,Graduate,Single,Home,0
21,428162,55165,Salaried,High School,Married,Car,0
27,392349,697429,Salaried,Graduate,Married,Home,0
40,309660,97572,Self-Employed,Graduate,Divorced,Education,0
26,493629,577994,Unemployed,High School,Single,Car,1
56,1302927,170923,Self-Employed,Post-Graduate,Single,Personal,0
41,711273,146147,Salaried,Graduate,Married,Personal,0
55,226654,119650,Salaried,Graduate,Single,Personal,0
56,1412793,314461,Salaried,Post-Graduate,Married,Education,0
28,775817,415120,Salaried,Graduate,Married,Car,0
24,828637,537130,Salaried,Graduate,Married,Car,0
36,901738,129859,Self-Employed,Graduate,Single,Car,0
23,940199,93871,Salaried,Graduate,Married,Personal,0
27,1326468,533996,Salaried,Graduate,Single,Business,0
22,902486,130286,Self-Employed,Graduate,Married,Home,0
21,671376,493638,Salaried,Graduate,Married,Business,0
21,817292,436758,Salaried,Post-Graduate,Married,Business,0
58,1207830,243837,Self-Employed,Post-Graduate,Married,Education,0
27,425702,201475,Unemployed,Post-Graduate,Single,Home,0
44,1250696,424799,Self-Employed,Post-Graduate,Single,Business,0
25,572433,611771,Salaried,Post-Graduate,Single,Business,0
41,694390,417094,Salaried,Post-Graduate,Single,Personal,0
48,1305501,275041,Salaried,Post-Graduate,Single,Business,0
38,528617,789511,Self-Employed,Graduate,Single,Business,0
44,721963,255240,Self-Employed,High School,Divorced,Education,0
52,832473,591252,Salaried,Post-Graduate,Divorced,Personal,0
53,1016401,102473,Self-Employed,High School,Single,Personal,0
30,1051668,476359,Self-Employed,Graduate,Single,Business,0
29,1225256,269073,Salaried,Graduate,Single,Home,0
53,301416,447017,Salaried,High School,Single,Car,0
53,1002729,589735,Self-Employed,Post-Graduate,Married,Home,0
27,663286,449705,Salaried,Post-Graduate,Single,Home,0
24,1389177,473781,Self-Employed,Post-Graduate,Married,Home,0
48,877373,617685,Salaried,Graduate,Divorced,Business,0
43,230089,250883,Salaried,Post-Graduate,Married,Personal,0
52,369881,368076,Self-Employed,Graduate,Single,Education,0
36,1007585,110235,Self-Employed,High School,Single,Personal,0
30,304693,486144,Salaried,Graduate,Single,Business,0
34,1408077,89401,Self-Employed,Graduate,Married,Personal,0
59,1124145,707607,Self-Employed,High School,Single,Business,0
56,718354,273927,Salaried,High School,Single,Home,1
54,1494695,236846,Unemployed,Post-Graduate,Married,Car,0
44,204677,192120,Salaried,Post-Graduate,Married,Personal,0
38,729427,731695,Unemployed,High School,Single,Car,0
36,382444,710934,Salaried,Post-Graduate,Single,Car,0
57,1334625,106312,Self-Employed,Post-Graduate,Married,Car,0
45,519558,137479,Salaried,Graduate,Single,Business,0
28,1230917,405928,Unemployed,Post-Graduate,Divorced,Education,0
44,442631,627248,Salaried,High School,Single,Personal,0
40,695212,309227,Salaried,Graduate,Divorced,Home,0
50,1060173,649710,Self-Employed,Post-Graduate,Single,Car,0
40,728188,244742,Salaried,Graduate,Married,Business,0
38,1238084,87299,Self-Employed,Post-Graduate,Single,Education,0
24,697133,88465,Salaried,Graduate,Married,Education,0
56,1110895,351931,Salaried,High School,Married,Car,0
26,1462090,219731,Self-Employed,Graduate,Single,Business,0
23,1319062,472131,Salaried,Graduate,Married,Personal,0
38,443709,238571,Self-Employed,High School,Divorced,Education,0
38,683025,624401,Salaried,Graduate,Single,Education,0
43,1190531,231168,Salaried,Post-Graduate,Married,Car,0
55,1125195,336302,Salaried,High School,Married,Business,0
26,1314554,550990,Salaried,Graduate,Single,Business,0
46,878138,534713,Self-Employed,Graduate,Single,Business,0
41,519298,340774,Salaried,High School,Single,Business,0
44,554339,53919,Salaried,Post-Graduate,Married,Car,0
35,1035220,744186,Unemployed,Graduate,Married,Car,0
47,733701,458197,Salaried,Graduate,Single,Education,0
52,1362689,109768,Self-Employed,Post-Graduate,Single,Education,0
32,723509,553960,Unemployed,Post-Graduate,Single,Personal,0
25,312683,192083,Self-Employed,Post-Graduate,Married,Home,0
27,1209978,162879,Salaried,Post-Graduate,Married,Education,0
42,987326,503783,Self-Employed,Post-Graduate,Married,Car,0
47,1358974,530695,Salaried,High School,Single,Personal,0
35,890381,282026,Salaried,Graduate,Married,Education,0
59,426544,86022,Unemployed,High School,Divorced,Personal,0
55,427368,146565,Salaried,Post-Graduate,Single,Car,0
46,1378187,701694,Self-Employed,Graduate,Single,Business,0
43,550921,782957,Salaried,Graduate,Married,Personal,0
33,949662,301979,Salaried,Post-Graduate,Single,Business,0
46,941915,513144,Salaried,Graduate,Married,Home,0
23,460154,371718,Unemployed,Graduate,Single,Education,0
49,682944,358282,Salaried,Post-Graduate,Married,Car,0
22,243520,549239,Salaried,Post-Graduate,Married,Personal,0
48,702558,124254,Salaried,Graduate,Single,Business,0
43,229899,72235,Salaried,Graduate,Single,Car,1
56,378874,747530,Salaried,Post-Graduate,Married,Personal,0
26,956598,176827,Salaried,High School,Single,Business,0
31,802395,123711,Salaried,Graduate,Single,Home,0
58,593587,780136,Salaried,Post-Graduate,Divorced,Business,1
54,1178251,726138,Salaried,Post-Graduate,Single,Home,0
37,411994,81935,Salaried,Post-Graduate,Married,Business,0
23,1353878,295676,Unemployed,Graduate,Married,Business,0
54,476608,72264,Salaried,Post-Graduate,Single,Education,0
42,545467,493043,Salaried,Graduate,Single,Car,0
49,1466170,716590,Self-Employed,Graduate,Married,Home,0
49,1035457,294215,Salaried,High School,Single,Car,0
25,1080619,692254,Self-Employed,Graduate,Single,Education,1
30,1098142,420925,Salaried,Graduate,Single,Business,0
30,1466241,773135,Salaried,Graduate,Married,Home,0
29,800536,700462,Salaried,Graduate,Married,Education,0
41,545071,538827,Salaried,Post-Graduate,Divorced,Education,1
33,347397,461731,Salaried,Graduate,Single,Home,1
30,1264466,664897,Salaried,Post-Graduate,Single,Business,0
58,881843,447082,Self-Employed,Graduate,Divorced,Home,0
31,977294,706210,Salaried,Graduate,Single,Personal,0
24,503144,468850,Self-Employed,Graduate,Married,Education,1
51,1369156,227071,Self-Employed,High School,Married,Personal,0
54,754228,609200,Self-Employed,High School,Single,Car,0
55,846166,107187,Salaried,Graduate,Married,Education,0
59,843780,56550,Salaried,Graduate,Single,Business,0
59,282697,270095,Self-Employed,Graduate,Married,Education,0
53,1290371,257372,Unemployed,Graduate,Single,Personal,0
28,984523,469573,Self-Employed,Graduate,Married,Business,0
52,290990,210669,Salaried,Post-Graduate,Married,Education,0
53,958153,664803,Salaried,Graduate,Single,Home,1
28,632254,386274,Self-Employed,Post-Graduate,Married,Car,0
34,256433,414105,Unemployed,Graduate,Single,Personal,1
54,1295575,289369,Salaried,Post-Graduate,Married,Education,1
28,274564,433252,Salaried,Post-Graduate,Married,Personal,0
27,1125192,423630,Unemployed,Post-Graduate,Single,Car,0
33,957905,571784,Salaried,High School,Single,Personal,0
41,1486878,379196,Self-Employed,High School,Single,Home,0
52,485399,499830,Self-Employed,Post-Graduate,Divorced,Car,1
31,804035,305660,Self-Employed,Graduate,Married,Home,0
34,639833,120621,Self-Employed,Graduate,Single,Business,0
31,634475,446909,Salaried,High School,Married,Home,0
22,277049,259041,Salaried,Post-Graduate,Divorced,Personal,0
54,1188073,193542,Self-Employed,Post-Graduate,Married,Personal,0
37,1314633,151095,Self-Employed,Graduate,Single,Car,0
34,689576,182067,Salaried,Post-Graduate,Single,Business,1
45,672008,375267,Salaried,High School,Married,Home,0
47,754895,747212,Salaried,Graduate,Single,Personal,0
28,606009,208484,Self-Employed,Post-Graduate,Single,Personal,0
37,831436,704391,Salaried,Graduate,Single,Education,0
25,548223,599928,Salaried,Graduate,Single,Education,0
32,1398311,339150,Salaried,Graduate,Single,Car,0
58,242582,664568,Self-Employed,Post-Graduate,Married,Car,0
38,556670,148474,Salaried,Graduate,Married,Education,0
46,1414097,430521,Salaried,Graduate,Married,Personal,0
51,999548,411186,Salaried,Graduate,Married,Business,0
57,1084827,261541,Salaried,Graduate,Single,Business,0
26,203706,561466,Salaried,Graduate,Divorced,Car,0
35,1002579,657525,Self-Employed,High School,Single,Car,0
46,692480,411735,Self-Employed,Graduate,Married,Education,0
32,1400191,514833,Self-Employed,Post-Graduate,Divorced,Education,0
34,445978,750563,Salaried,Graduate,Married,Business,0
21,1257471,578324,Salaried,Graduate,Married,Home,1
37,1139916,251144,Self-Employed,Graduate,Married,Personal,0
53,626230,791483,Salaried,Graduate,Divorced,Home,0
49,467253,645158,Self-Employed,Post-Graduate,Married,Personal,0
51,486776,270916,Self-Employed,Graduate,Married,Business,0
28,950636,331729,Salaried,Graduate,Single,Home,0
50,343223,82681,Salaried,Graduate,Married,Car,0
33,1425813,451983,Salaried,Graduate,Single,Car,0
36,779564,281268,Salaried,High School,Married,Business,0
22,950629,361519,Self-Employed,Graduate,Single,Business,1
38,294964,483638,Salaried,Graduate,Single,Home,0
55,201912,119184,Salaried,Graduate,Single,Car,0
39,1154493,784581,Self-Employed,Post-Graduate,Divorced,Car,0
33,444065,265733,Salaried,Graduate,Married,Home,1
24,1333978,728896,Self-Employed,Graduate,Married,Car,0
39,291792,186299,Salaried,High School,Married,Home,0
45,341270,309422,Unemployed,Post-Graduate,Single,Home,1
58,556961,589046,Salaried,Graduate,Married,Business,0
51,892356,121047,Salaried,Post-Graduate,Married,Education,0
56,862515,158354,Salaried,Graduate,Married,Business,0
24,323899,745521,Salaried,Post-Graduate,Divorced,Home,1
59,691837,470656,Salaried,High School,Divorced,Home,0
27,914304,618792,Salaried,Graduate,Married,Car,0
36,921606,200790,Self-Employed,High School,Single,Car,0
25,997820,195748,Self-Employed,Post-Graduate,Married,Business,0
43,798466,304447,Self-Employed,High School,Married,Business,1
56,750745,411912,Self-Employed,Post-Graduate,Single,Education,0
52,873487,456053,Salaried,Graduate,Married,Personal,0
44,723471,387956,Salaried,Graduate,Divorced,Education,1
45,211752,348617,Salaried,Post-Graduate,Married,Home,0
48,776120,777808,Salaried,Graduate,Married,Business,0
39,951065,767998,Self-Employed,Graduate,Single,Business,0
27,1443994,50435,Self-Employed,Post-Graduate,Married,Education,0
37,767599,617588,Self-Employed,Post-Graduate,Married,Education,0
22,899768,513148,Self-Employed,Graduate,Single,Car,0
36,985748,459229,Salaried,Graduate,Single,Education,0
59,698896,106248,Unemployed,Post-Graduate,Single,Home,0
38,1352242,657905,Salaried,Post-Graduate,Divorced,Car,0
59,1203677,620706,Self-Employed,Graduate,Married,Car,0
21,275921,687776,Salaried,Graduate,Single,Car,0
23,1263777,436113,Salaried,High School,Single,Education,0
41,1020968,589056,Salaried,Graduate,Married,Personal,0
50,355739,550281,Salaried,Post-Graduate,Married,Personal,0
31,1101740,417608,Salaried,Graduate,Married,Business,0
42,575055,779116,Salaried,Graduate,Married,Business,0
45,1286558,274338,Self-Employed,High School,Single,Business,0
23,913692,516395,Unemployed,Graduate,Married,Home,0
50,1281420,624080,Salaried,Post-Graduate,Single,Personal,0
44,335309,389076,Unemployed,Graduate,Married,Business,1
56,847398,357314,Self-Employed,Graduate,Single,Education,0
43,992459,335729,Salaried,Graduate,Single,Education,0
28,934137,556492,Salaried,Post-Graduate,Married,Home,0
24,804855,679010,Unemployed,Graduate,Married,Personal,0
59,562992,384167,Self-Employed,Graduate,Married,Car,0
51,952919,120311,Salaried,High School,Single,Car,0
49,1180772,635808,Salaried,Graduate,Married,Personal,0
56,818012,251424,Self-Employed,High School,Divorced,Car,0
33,693073,127759,Salaried,Graduate,Single,Personal,1
29,796098,133949,Salaried,High School,Single,Education,0
41,656140,712565,Salaried,Graduate,Married,Home,0
23,1195596,661324,Self-Employed,High School,Single,Education,0
45,849833,672762,Salaried,Post-Graduate,Divorced,Business,0
45,1151899,789751,Self-Employed,Post-Graduate,Married,Business,0
32,725362,786454,Self-Employed,Graduate,Married,Home,0
49,1202628,106183,Salaried,Post-Graduate,Married,Home,0
31,1214568,395309,Salaried,High School,Single,Home,0
31,676164,57769,Unemployed,Post-Graduate,Married,Education,0
46,1331143,583277,Self-Employed,Graduate,Married,Home,0
34,935733,699665,Self-Employed,Graduate,Single,Education,0
36,500215,194811,Salaried,High School,Single,Business,0
30,1032947,154323,Salaried,Graduate,Married,Car,0
51,1163379,465167,Salaried,Graduate,Married,Car,0
51,853500,128468,Self-Employed,Graduate,Married,Education,0
56,893204,279697,Salaried,Post-Graduate,Single,Business,0
30,1259630,368615,Salaried,Post-Graduate,Divorced,Personal,0
46,1441470,758407,Salaried,Graduate,Married,Personal,0
40,989329,92028,Salaried,Post-Graduate,Divorced,Personal,0
29,733825,761675,Unemployed,Graduate,Married,Business,0
35,519469,168020,Salaried,Graduate,Single,Business,0
29,1126185,617342,Salaried,Post-Graduate,Single,Home,0
27,1368516,714196,Self-Employed,Graduate,Married,Personal,0
46,1076969,184916,Self-Employed,Graduate,Single,Car,0
44,1091964,322047,Salaried,Graduate,Married,Car,0
32,509182,93640,Self-Employed,Graduate,Single,Personal,0
40,1057563,566936,Salaried,Graduate,Married,Education,1
34,1030123,129770,Unemployed,Post-Graduate,Married,Car,0
42,1170647,463360,Salaried,Post-Graduate,Married,Business,0
36,1451646,204458,Salaried,Graduate,Single,Personal,1
49,1130811,290192,Salaried,Graduate,Single,Car,0
52,632352,423599,Self-Employed,Post-Graduate,Married,Home,0
39,489675,705695,Salaried,Post-Graduate,Single,Home,0
55,892070,658086,Salaried,High School,Married,Business,0
52,627784,471083,Salaried,Graduate,Married,Education,0
40,476558,84620,Salaried,High School,Divorced,Home,0
40,1179798,579043,Salaried,Graduate,Single,Education,0
28,1411371,543520,Salaried,Graduate,Married,Education,0
55,556716,423347,Salaried,Post-Graduate,Single,Home,0
33,996693,743366,Salaried,Graduate,Married,Car,0
26,792201,57788,Salaried,Graduate,Divorced,Education,0
36,960987,396193,Self-Employed,Graduate,Married,Car,0
25,382327,362264,Salaried,Graduate,Single,Personal,0
54,883779,600820,Salaried,Graduate,Single,Personal,0
26,981789,68909,Self-Employed,Post-Graduate,Married,Education,0
53,531451,396410,Unemployed,Post-Graduate,Married,Home,0
35,1460057,575037,Salaried,High School,Married,Business,1
35,307030,328193,Salaried,Post-Graduate,Married,Home,0
34,1420988,704033,Self-Employed,Graduate,Married,Car,0
59,546214,550015,Salaried,High School,Divorced,Car,0
25,1285468,315059,Salaried,Post-Graduate,Single,Business,1
46,805245,540258,Salaried,Graduate,Single,Education,0
37,1345786,711316,Unemployed,Graduate,Single,Personal,0
36,598383,790624,Self-Employed,Graduate,Married,Education,0
55,515345,450795,Salaried,High School,Single,Business,0
58,249698,189299,Unemployed,Graduate,Married,Education,1
43,461677,652533,Salaried,Graduate,Single,Home,0
33,949088,201005,Salaried,High School,Single,Home,0
53,417414,792901,Self-Employed,High School,Married,Business,0
49,525897,630165,Salaried,Graduate,Single,Home,0
54,1324055,67817,Salaried,High School,Single,Home,0
54,1450008,295248,Salaried,Graduate,Married,Personal,0
47,891243,443296,Salaried,High School,Married,Business,0
35,1281469,137425,Self-Employed,High School,Single,Car,1
29,737457,783603,Salaried,Post-Graduate,Single,Education,1
46,638590,758023,Self-Employed,Post-Graduate,Married,Car,1
23,1438320,629618,Salaried,Post-Graduate,Married,Car,0
56,799239,265934,Salaried,Graduate,Single,Personal,0
25,466324,179524,Salaried,Graduate,Married,Personal,0
40,1155432,289298,Unemployed,Graduate,Married,Home,0
40,415762,74759,Salaried,High School,Married,Car,0
25,691361,431485,Self-Employed,Post-Graduate,Divorced,Business,0
30,201942,206819,Salaried,Post-Graduate,Single,Education,0
36,1029806,543562,Unemployed,Graduate,Married,Home,0
45,528934,362583,Salaried,High School,Divorced,Business,0
45,542603,553388,Self-Employed,Graduate,Single,Home,0
50,559362,217400,Self-Employed,Graduate,Married,Business,0
34,1223919,319937,Self-Employed,Graduate,Divorced,Home,0
42,945235,361577,Self-Employed,High School,Single,Education,0
48,582185,513462,Self-Employed,High School,Single,Business,1
50,310397,568345,Self-Employed,High School,Single,Home,0
39,967404,554381,Salaried,Graduate,Married,Education,0
58,313305,419056,Salaried,High School,Married,Education,0
40,1217179,197772,Salaried,Graduate,Single,Education,0
55,364200,159795,Self-Employed,Graduate,Single,Home,0
42,208104,69347,Salaried,Post-Graduate,Married,Business,1
35,804010,562982,Self-Employed,High School,Single,Personal,0
31,850369,274028,Salaried,Post-Graduate,Married,Personal,0
54,953158,561789,Self-Employed,Graduate,Single,Business,1
44,1473650,334127,Salaried,Graduate,Divorced,Education,0
26,1480735,656884,Salaried,Post-Graduate,Married,Home,0
37,494975,673716,Salaried,High School,Single,Car,0
48,1245899,388162,Salaried,Graduate,Single,Car,0
51,939508,280489,Self-Employed,High School,Divorced,Education,0
56,1439626,510724,Salaried,Graduate,Married,Business,0
29,957513,716500,Self-Employed,High School,Married,Home,1
30,1318050,123303,Salaried,Post-Graduate,Married,Business,0
41,962435,660430,Self-Employed,Graduate,Single,Education,0
54,288233,436446,Salaried,Graduate,Married,Home,0
51,343681,241789,Salaried,High School,Single,Personal,0
49,715690,778557,Salaried,Post-Graduate,Married,Business,0
31,620205,450359,Self-Employed,Graduate,Single,Business,0
53,1430925,681539,Self-Employed,Graduate,Single,Education,0
21,1227769,169559,Salaried,Graduate,Single,Business,0
41,1091132,702900,Unemployed,Post-Graduate,Single,Education,0
43,441334,705288,Salaried,Post-Graduate,Married,Personal,0
29,334177,401373,Salaried,High School,Single,Education,0
21,301856,490572,Salaried,Post-Graduate,Single,Education,0
41,809683,431306,Salaried,Graduate,Single,Home,0
42,332910,605306,Salaried,Post-Graduate,Married,Business,0
24,683549,700160,Salaried,Post-Graduate,Single,Education,0
21,1010869,311498,Salaried,Graduate,Married,Education,0
30,1200319,173371,Self-Employed,High School,Divorced,Home,0
35,1237801,312827,Salaried,Post-Graduate,Married,Home,0
56,271449,215815,Salaried,Graduate,Single,Business,0
49,1104531,509055,Salaried,High School,Single,Home,1
25,1405208,455405,Salaried,High School,Divorced,Business,0
49,1415306,363248,Salaried,High School,Single,Business,0
47,378427,680501,Salaried,High School,Single,Car,0
45,243003,283380,Salaried,Graduate,Single,Car,1
36,1231531,563969,Salaried,High School,Single,Education,0
36,250560,254005,Salaried,Post-Graduate,Married,Business,0
56,318560,100182,Salaried,Post-Graduate,Single,Business,0
45,1335173,449042,Self-Employed,High School,Single,Car,0
21,899957,234575,Salaried,Graduate,Single,Home,0
25,1120962,452602,Salaried,High School,Divorced,Home,0
40,761453,680311,Self-Employed,Post-Graduate,Married,Home,0
25,812091,648249,Salaried,Post-Graduate,Married,Business,0
56,1132086,323256,Self-Employed,Post-Graduate,Married,Car,0
49,1001255,640316,Salaried,Post-Graduate,Divorced,Personal,0
54,240856,258082,Self-Employed,Graduate,Married,Car,0
38,993838,166702,Salaried,High School,Single,Education,0
22,492763,516781,Salaried,Graduate,Single,Home,0
36,1401500,106686,Salaried,High School,Married,Home,0
49,1491030,95284,Salaried,Post-Graduate,Single,Business,0
53,642088,156840,Self-Employed,High School,Married,Education,0
36,307871,711246,Salaried,Graduate,Married,Car,1
55,865504,434459,Salaried,High School,Single,Business,0
37,702969,648280,Salaried,Post-Graduate,Single,Personal,0
24,1434486,241991,Salaried,High School,Single,Home,0
24,1465064,79415,Self-Employed,Graduate,Divorced,Personal,0
45,212349,199128,Salaried,High School,Married,Home,0
53,1013925,135567,Self-Employed,High School,Married,Home,0
34,551290,597060,Salaried,Graduate,Single,Education,0
44,728849,91388,Salaried,Graduate,Married,Education,0
31,688596,626602,Salaried,Post-Graduate,Married,Business,1
45,1149309,392460,Salaried,Graduate,Married,Education,0
48,1391078,276536,Salaried,Graduate,Single,Home,0
27,1359983,429742,Salaried,High School,Married,Car,0
56,734555,648469,Unemployed,Graduate,Divorced,Home,0
30,539539,98221,Unemployed,Post-Graduate,Married,Car,0
56,1455557,286009,Salaried,Post-Graduate,Married,Education,0
51,1140101,226813,Salaried,Graduate,Married,Personal,0
39,308454,655307,Unemployed,Post-Graduate,Married,Personal,1
38,1403637,216502,Self-Employed,High School,Married,Education,0
26,1005435,792632,Salaried,Post-Graduate,Married,Personal,0
48,1171899,212879,Salaried,Post-Graduate,Single,Car,0
27,1311252,590254,Self-Employed,Post-Graduate,Single,Personal,0
58,1162741,578546,Salaried,Graduate,Single,Car,0
